nombre,total_score,score_time,best_combo,timestamp							
							
							
							
							
							
sara,35,9,2,2025-11-18 20:05:01
sara,79,0,3,2025-11-18 20:06:54
sara,12,0,1,2025-11-18 20:09:30
elena,48,7,3,2025-11-18 20:10:18
sara,17,5,2,2025-11-18 20:12:07
sara,92,12,5,2025-11-20 09:45:21
sara,317,59,9,2025-11-20 10:14:25
sara,86,38,5,2025-11-20 10:28:05
